MSOA11 Code,MSOA name,LAD11CD,Borough name,Mid-2014 population,Area Sq Km,People per Sq Km
E02000509,Hillingdon 016,E09000017,Hillingdon," 11,817 ",2.01,"5,868"
E02000510,Hillingdon 017,E09000017,Hillingdon," 8,781 ",2.13,"4,121"
E02000511,Hillingdon 018,E09000017,Hillingdon," 9,895 ",2.39,"4,143"
E02000512,Hillingdon 019,E09000017,Hillingdon," 8,337 ",1.41,"5,924"
E02000513,Hillingdon 020,E09000017,Hillingdon," 9,590 ",1.47,"6,518"
E02000514,Hillingdon 021,E09000017,Hillingdon," 10,426 ",1.20,"8,693"
E02000515,Hillingdon 022,E09000017,Hillingdon," 11,194 ",3.15,"3,551"
E02000516,Hillingdon 023,E09000017,Hillingdon," 8,868 ",1.65,"5,359"
E02000517,Hillingdon 024,E09000017,Hillingdon," 9,546 ",1.55,"6,170"
E02000518,Hillingdon 025,E09000017,Hillingdon," 8,887 ",2.52,"3,522"
E02000519,Hillingdon 026,E09000017,Hillingdon," 9,224 ",1.82,"5,077"
E02000520,Hillingdon 027,E09000017,Hillingdon," 12,834 ",4.36,"2,943"
E02000521,Hillingdon 028,E09000017,Hillingdon," 11,611 ",2.45,"4,732"
E02000522,Hillingdon 029,E09000017,Hillingdon," 9,199 ",1.57,"5,861"
E02000523,Hillingdon 030,E09000017,Hillingdon," 10,975 ",1.65,"6,668"
E02000524,Hillingdon 031,E09000017,Hillingdon," 7,293 ",20.51,356
E02000525,Hillingdon 032,E09000017,Hillingdon," 9,625 ",4.07,"2,366"
E02006796,Hillingdon 033,E09000017,Hillingdon," 8,849 ",4.30,"2,057"
E02000526,Hounslow 001,E09000018,Hounslow," 8,406 ",0.92,"9,095"
E02000528,Hounslow 003,E09000018,Hounslow," 11,081 ",2.32,"4,770"
E02000529,Hounslow 004,E09000018,Hounslow," 8,699 ",1.18,"7,361"
E02000530,Hounslow 005,E09000018,Hounslow," 7,020 ",2.72,"2,578"
E02000531,Hounslow 006,E09000018,Hounslow," 10,174 ",2.56,"3,979"
E02000532,Hounslow 007,E09000018,Hounslow," 9,155 ",2.29,"4,001"
E02000533,Hounslow 008,E09000018,Hounslow," 8,399 ",1.06,"7,897"
E02000534,Hounslow 009,E09000018,Hounslow," 8,173 ",4.87,"1,679"
E02000535,Hounslow 010,E09000018,Hounslow," 9,360 ",1.55,"6,040"
E02000536,Hounslow 011,E09000018,Hounslow," 9,582 ",1.61,"5,965"
E02000537,Hounslow 012,E09000018,Hounslow," 9,071 ",1.89,"4,805"
E02000538,Hounslow 013,E09000018,Hounslow," 9,554 ",2.36,"4,056"
E02000539,Hounslow 014,E09000018,Hounslow," 11,107 ",1.65,"6,747"
E02000540,Hounslow 015,E09000018,Hounslow," 10,186 ",1.25,"8,124"
E02000541,Hounslow 016,E09000018,Hounslow," 9,289 ",1.05,"8,809"
E02000542,Hounslow 017,E09000018,Hounslow," 10,997 ",1.05,"10,515"
E02000543,Hounslow 018,E09000018,Hounslow," 12,929 ",1.14,"11,297"
E02000544,Hounslow 019,E09000018,Hounslow," 8,498 ",1.39,"6,133"
E02000545,Hounslow 020,E09000018,Hounslow," 8,499 ",1.32,"6,463"
E02000546,Hounslow 021,E09000018,Hounslow," 10,055 ",2.46,"4,088"
E02000547,Hounslow 022,E09000018,Hounslow," 9,976 ",3.26,"3,056"
E02000548,Hounslow 023,E09000018,Hounslow," 9,526 ",3.53,"2,700"
E02000549,Hounslow 024,E09000018,Hounslow," 11,475 ",2.46,"4,674"
E02000550,Hounslow 025,E09000018,Hounslow," 10,832 ",0.94,"11,465"
E02000551,Hounslow 026,E09000018,Hounslow," 8,968 ",2.13,"4,213"
E02000552,Hounslow 027,E09000018,Hounslow," 8,953 ",3.06,"2,926"
E02000553,Hounslow 028,E09000018,Hounslow," 6,911 ",2.52,"2,739"
E02006792,Hounslow 029,E09000018,Hounslow," 8,693 ",1.45,"6,000"
E02000554,Islington 001,E09000019,Islington," 9,459 ",0.64,"14,849"
E02000555,Islington 002,E09000019,Islington," 9,534 ",0.60,"15,991"
E02000556,Islington 003,E09000019,Islington," 10,231 ",0.65,"15,713"
E02000557,Islington 004,E09000019,Islington," 8,333 ",0.71,"11,763"
E02000558,Islington 005,E09000019,Islington," 9,698 ",0.48,"20,154"
E02000559,Islington 006,E09000019,Islington," 9,725 ",0.58,"16,860"
E02000560,Islington 007,E09000019,Islington," 7,756 ",0.50,"15,413"
E02000561,Islington 008,E09000019,Islington," 8,014 ",0.61,"13,063"
E02000562,Islington 009,E09000019,Islington," 8,429 ",0.65,"13,006"
E02000563,Islington 010,E09000019,Islington," 8,617 ",0.58,"14,862"
E02000564,Islington 011,E09000019,Islington," 11,502 ",0.81,"14,240"
E02000565,Islington 012,E09000019,Islington," 8,614 ",0.51,"16,805"
E02000566,Islington 013,E09000019,Islington," 8,823 ",0.70,"12,606"
E02000567,Islington 014,E09000019,Islington," 11,218 ",0.66,"16,889"
E02000568,Islington 015,E09000019,Islington," 11,350 ",0.90,"12,571"
E02000569,Islington 016,E09000019,Islington," 10,537 ",0.70,"15,044"
E02000570,Islington 017,E09000019,Islington," 9,271 ",0.60,"15,421"
E02000571,Islington 018,E09000019,Islington," 8,446 ",0.50,"16,963"
E02000572,Islington 019,E09000019,Islington," 8,804 ",0.46,"19,198"
E02000573,Islington 020,E09000019,Islington," 9,374 ",0.73,"12,928"
E02000574,Islington 021,E09000019,Islington," 9,001 ",0.61,"14,802"
E02000575,Islington 022,E09000019,Islington," 13,328 ",0.93,"14,337"
E02000576,Islington 023,E09000019,Islington," 10,966 ",0.76,"14,505"
E02000577,Kensington and Chelsea 001,E09000020,Kensington and Chelsea," 7,116 ",0.87,"8,168"
E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea," 5,832 ",0.51,"11,355"
E02000579,Kensington and Chelsea 003,E09000020,Kensington and Chelsea," 8,355 ",0.61,"13,686"
E02000580,Kensington and Chelsea 004,E09000020,Kensington and Chelsea," 8,179 ",0.40,"20,644"
E02000581,Kensington and Chelsea 005,E09000020,Kensington and Chelsea," 7,151 ",0.43,"16,576"
E02000582,Kensington and Chelsea 006,E09000020,Kensington and Chelsea," 7,147 ",0.49,"14,648"
E02000583,Kensington and Chelsea 007,E09000020,Kensington and Chelsea," 6,938 ",0.58,"12,051"
E02000584,Kensington and Chelsea 008,E09000020,Kensington and Chelsea," 7,564 ",0.91,"8,297"
E02000585,Kensington and Chelsea 009,E09000020,Kensington and Chelsea," 8,252 ",0.91,"9,090"
E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea," 7,319 ",0.53,"13,933"
E02000587,Kensington and Chelsea 011,E09000020,Kensington and Chelsea," 7,202 ",0.52,"13,786"
E02000588,Kensington and Chelsea 012,E09000020,Kensington and Chelsea," 8,084 ",0.77,"10,538"
E02000589,Kensington and Chelsea 013,E09000020,Kensington and Chelsea," 8,359 ",0.37,"22,543"
E02000590,Kensington and Chelsea 014,E09000020,Kensington and Chelsea," 7,177 ",0.46,"15,585"
E02000591,Kensington and Chelsea 015,E09000020,Kensington and Chelsea," 6,568 ",0.36,"18,204"
E02000592,Kensington and Chelsea 016,E09000020,Kensington and Chelsea," 6,889 ",0.57,"12,148"
E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea," 7,651 ",0.50,"15,354"
E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea," 7,690 ",0.77,"9,941"
E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea," 7,562 ",0.64,"11,907"
E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea," 8,002 ",0.55,"14,616"
E02000597,Kensington and Chelsea 021,E09000020,Kensington and Chelsea," 7,153 ",0.40,"18,104"
E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames," 8,147 ",1.33,"6,124"
E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames," 7,815 ",4.16,"1,881"
E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames," 8,966 ",1.11,"8,113"
E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames," 11,598 ",1.07,"10,827"
E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames," 10,379 ",1.08,"9,632"
E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames," 8,182 ",1.32,"6,183"
E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames," 8,898 ",1.53,"5,804"
E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames," 8,277 ",1.44,"5,756"
E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames," 10,550 ",1.50,"7,042"
E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames," 7,405 ",1.44,"5,142"
E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames," 8,519 ",0.82,"10,374"
E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames," 7,622 ",1.47,"5,170"
E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames," 8,136 ",1.11,"7,311"
E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames," 7,470 ",1.80,"4,152"
E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames," 8,242 ",1.89,"4,368"
E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames," 8,150 ",1.20,"6,775"
E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames," 8,766 ",2.95,"2,969"
E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames," 7,792 ",1.64,"4,762"
E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames," 6,135 ",1.31,"4,676"
E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames," 8,909 ",7.08,"1,259"
E02000619,Lambeth 002,E09000022,Lambeth," 8,494 ",0.55,"15,489"
E02000620,Lambeth 003,E09000022,Lambeth," 9,958 ",0.73,"13,709"
E02000621,Lambeth 004,E09000022,Lambeth," 11,055 ",0.73,"15,169"
E02000622,Lambeth 005,E09000022,Lambeth," 8,573 ",0.78,"11,012"
E02000623,Lambeth 006,E09000022,Lambeth," 8,323 ",0.46,"18,145"
E02000624,Lambeth 007,E09000022,Lambeth," 8,296 ",0.58,"14,418"
E02000625,Lambeth 008,E09000022,Lambeth," 8,375 ",0.56,"15,082"
E02000626,Lambeth 009,E09000022,Lambeth," 8,558 ",0.56,"15,398"
E02000627,Lambeth 010,E09000022,Lambeth," 9,706 ",0.53,"18,442"
E02000628,Lambeth 011,E09000022,Lambeth," 9,874 ",0.66,"15,056"
E02000629,Lambeth 012,E09000022,Lambeth," 9,105 ",0.64,"14,193"
E02000630,Lambeth 013,E09000022,Lambeth," 7,786 ",0.68,"11,474"
E02000631,Lambeth 014,E09000022,Lambeth," 9,543 ",1.06,"8,963"
E02000632,Lambeth 015,E09000022,Lambeth," 8,941 ",0.53,"16,927"
E02000633,Lambeth 016,E09000022,Lambeth," 9,038 ",0.63,"14,314"
E02000634,Lambeth 017,E09000022,Lambeth," 6,683 ",0.52,"12,830"
E02000635,Lambeth 018,E09000022,Lambeth," 9,163 ",1.24,"7,373"
E02000636,Lambeth 019,E09000022,Lambeth," 7,786 ",0.92,"8,427"
E02000637,Lambeth 020,E09000022,Lambeth," 9,011 ",0.58,"15,422"
E02000638,Lambeth 021,E09000022,Lambeth," 10,797 ",0.69,"15,760"
E02000639,Lambeth 022,E09000022,Lambeth," 8,466 ",0.58,"14,489"
E02000640,Lambeth 023,E09000022,Lambeth," 9,571 ",0.82,"11,698"
E02000641,Lambeth 024,E09000022,Lambeth," 9,048 ",0.61,"14,830"
E02000642,Lambeth 025,E09000022,Lambeth," 9,771 ",1.08,"9,013"
E02000643,Lambeth 026,E09000022,Lambeth," 9,308 ",0.70,"13,282"
E02000644,Lambeth 027,E09000022,Lambeth," 9,043 ",0.90,"9,998"
E02000645,Lambeth 028,E09000022,Lambeth," 9,432 ",1.13,"8,323"
E02000646,Lambeth 029,E09000022,Lambeth," 10,056 ",0.95,"10,609"
E02000647,Lambeth 030,E09000022,Lambeth," 8,869 ",0.97,"9,171"
E02000648,Lambeth 031,E09000022,Lambeth," 8,252 ",0.70,"11,718"
E02000649,Lambeth 032,E09000022,Lambeth," 12,758 ",1.04,"12,318"
E02000650,Lambeth 033,E09000022,Lambeth," 7,612 ",0.77,"9,861"
E02000651,Lambeth 034,E09000022,Lambeth," 9,309 ",1.12,"8,313"
E02000652,Lambeth 035,E09000022,Lambeth," 8,196 ",0.69,"11,925"
E02006801,Lambeth 036,E09000022,Lambeth," 9,460 ",1.14,"8,287"
E02000653,Lewisham 001,E09000023,Lewisham," 9,481 ",0.68,"14,019"
E02000654,Lewisham 002,E09000023,Lewisham," 8,451 ",0.95,"8,936"
E02000655,Lewisham 003,E09000023,Lewisham," 8,834 ",0.98,"9,029"
E02000657,Lewisham 005,E09000023,Lewisham," 9,793 ",0.87,"11,207"
E02000658,Lewisham 006,E09000023,Lewisham," 8,662 ",0.77,"11,191"
E02000659,Lewisham 007,E09000023,Lewisham," 8,052 ",1.03,"7,849"
E02000660,Lewisham 008,E09000023,Lewisham," 8,861 ",0.81,"10,907"
E02000661,Lewisham 009,E09000023,Lewisham," 6,804 ",1.29,"5,288"
E02000662,Lewisham 010,E09000023,Lewisham," 8,791 ",0.77,"11,418"
E02000663,Lewisham 011,E09000023,Lewisham," 7,371 ",0.66,"11,231"
E02000664,Lewisham 012,E09000023,Lewisham," 11,240 ",1.41,"7,951"
E02000665,Lewisham 013,E09000023,Lewisham," 8,656 ",0.80,"10,816"
E02000666,Lewisham 014,E09000023,Lewisham," 7,406 ",0.95,"7,780"
E02000667,Lewisham 015,E09000023,Lewisham," 6,888 ",0.73,"9,471"
E02000668,Lewisham 016,E09000023,Lewisham," 7,105 ",1.01,"7,044"
E02000669,Lewisham 017,E09000023,Lewisham," 7,800 ",0.64,"12,144"
E02000670,Lewisham 018,E09000023,Lewisham," 6,786 ",0.62,"10,919"
E02000671,Lewisham 019,E09000023,Lewisham," 8,536 ",0.99,"8,585"
E02000672,Lewisham 020,E09000023,Lewisham," 8,989 ",1.16,"7,755"
E02000673,Lewisham 021,E09000023,Lewisham," 8,343 ",1.06,"7,869"
E02000674,Lewisham 022,E09000023,Lewisham," 8,375 ",0.82,"10,245"
E02000675,Lewisham 023,E09000023,Lewisham," 8,523 ",1.43,"5,946"
E02000676,Lewisham 024,E09000023,Lewisham," 7,997 ",0.75,"10,723"
E02000677,Lewisham 025,E09000023,Lewisham," 7,504 ",1.05,"7,145"
E02000678,Lewisham 026,E09000023,Lewisham," 6,373 ",1.03,"6,168"
E02000679,Lewisham 027,E09000023,Lewisham," 8,307 ",0.94,"8,849"
E02000680,Lewisham 028,E09000023,Lewisham," 7,436 ",0.77,"9,689"
E02000681,Lewisham 029,E09000023,Lewisham," 8,612 ",1.35,"6,361"
E02000682,Lewisham 030,E09000023,Lewisham," 8,820 ",1.19,"7,411"
E02000683,Lewisham 031,E09000023,Lewisham," 6,174 ",0.96,"6,437"
E02000685,Lewisham 033,E09000023,Lewisham," 8,465 ",0.97,"8,752"
E02000686,Lewisham 034,E09000023,Lewisham," 6,841 ",1.73,"3,952"
E02000687,Lewisham 035,E09000023,Lewisham," 8,458 ",0.78,"10,884"
E02006783,Lewisham 037,E09000023,Lewisham," 7,401 ",0.94,"7,889"
E02006784,Lewisham 038,E09000023,Lewisham," 7,958 ",1.44,"5,515"
E02006798,Lewisham 039,E09000023,Lewisham," 7,840 ",0.82,"9,547"
E02000689,Merton 001,E09000024,Merton," 8,205 ",1.95,"4,210"
E02000690,Merton 002,E09000024,Merton," 5,450 ",5.40,"1,009"
E02000691,Merton 003,E09000024,Merton," 7,394 ",0.93,"7,964"
E02000692,Merton 004,E09000024,Merton," 7,571 ",1.14,"6,617"
E02000693,Merton 005,E09000024,Merton," 9,300 ",1.05,"8,879"
E02000694,Merton 006,E09000024,Merton," 8,936 ",0.77,"11,547"
E02000695,Merton 007,E09000024,Merton," 8,422 ",0.81,"10,443"
E02000696,Merton 008,E09000024,Merton," 8,234 ",0.74,"11,114"
E02000697,Merton 009,E09000024,Merton," 8,373 ",1.16,"7,228"
E02000698,Merton 010,E09000024,Merton," 7,828 ",1.75,"4,461"
E02000699,Merton 011,E09000024,Merton," 7,703 ",0.93,"8,278"
E02000700,Merton 012,E09000024,Merton," 8,394 ",0.92,"9,105"
E02000701,Merton 013,E09000024,Merton," 8,419 ",0.96,"8,801"
E02000702,Merton 014,E09000024,Merton," 8,505 ",1.56,"5,458"
E02000703,Merton 015,E09000024,Merton," 7,822 ",1.47,"5,303"
E02000704,Merton 016,E09000024,Merton," 8,028 ",1.67,"4,803"
E02000705,Merton 017,E09000024,Merton," 8,622 ",1.24,"6,944"
E02000706,Merton 018,E09000024,Merton," 9,160 ",0.90,"10,128"
E02000707,Merton 019,E09000024,Merton," 7,598 ",1.16,"6,552"
E02000708,Merton 020,E09000024,Merton," 8,421 ",1.65,"5,116"
E02000709,Merton 021,E09000024,Merton," 7,688 ",1.72,"4,478"
E02000710,Merton 022,E09000024,Merton," 8,605 ",3.23,"2,667"
E02000711,Merton 023,E09000024,Merton," 8,569 ",1.33,"6,439"
E02000712,Merton 024,E09000024,Merton," 8,791 ",1.63,"5,392"
E02000713,Merton 025,E09000024,Merton," 7,477 ",1.53,"4,874"
E02000714,Newham 001,E09000025,Newham," 8,356 ",0.55,"15,209"
E02000715,Newham 002,E09000025,Newham," 7,588 ",0.43,"17,770"
E02000716,Newham 003,E09000025,Newham," 7,681 ",1.57,"4,908"
E02000717,Newham 004,E09000025,Newham," 8,609 ",0.50,"17,263"
E02000718,Newham 005,E09000025,Newham," 7,154 ",0.63,"11,446"
E02000719,Newham 006,E09000025,Newham," 8,242 ",0.69,"11,869"
E02000720,Newham 007,E09000025,Newham," 7,626 ",0.52,"14,534"
E02000721,Newham 008,E09000025,Newham," 9,865 ",0.59,"16,729"
E02000722,Newham 009,E09000025,Newham," 8,413 ",0.45,"18,600"
E02000723,Newham 010,E09000025,Newham," 10,829 ",0.71,"15,250"
E02000724,Newham 011,E09000025,Newham," 9,789 ",0.50,"19,696"
E02000725,Newham 012,E09000025,Newham," 9,162 ",0.79,"11,552"
E02000726,Newham 013,E09000025,Newham," 10,708 ",3.40,"3,150"
E02000727,Newham 014,E09000025,Newham," 8,598 ",0.39,"21,784"
E02000728,Newham 015,E09000025,Newham," 8,390 ",0.66,"12,797"
E02000729,Newham 016,E09000025,Newham," 7,193 ",0.70,"10,212"
E02000730,Newham 017,E09000025,Newham," 9,170 ",0.50,"18,216"
E02000731,Newham 018,E09000025,Newham," 10,590 ",0.58,"18,233"
E02000732,Newham 019,E09000025,Newham," 7,901 ",0.44,"17,900"
E02000733,Newham 020,E09000025,Newham," 10,159 ",0.74,"13,728"
E02000734,Newham 021,E09000025,Newham," 8,203 ",0.38,"21,564"
E02000735,Newham 022,E09000025,Newham," 8,077 ",0.55,"14,728"
E02000736,Newham 023,E09000025,Newham," 9,012 ",1.26,"7,181"
E02000737,Newham 024,E09000025,Newham," 10,123 ",0.84,"12,037"
E02000738,Newham 025,E09000025,Newham," 9,007 ",0.46,"19,606"
E02000739,Newham 026,E09000025,Newham," 7,350 ",0.45,"16,211"
E02000740,Newham 027,E09000025,Newham," 6,983 ",1.26,"5,528"
E02000741,Newham 028,E09000025,Newham," 8,658 ",0.76,"11,460"
E02000742,Newham 029,E09000025,Newham," 8,667 ",0.79,"10,957"
E02000743,Newham 030,E09000025,Newham," 8,760 ",0.63,"13,969"
E02000744,Newham 031,E09000025,Newham," 8,778 ",0.60,"14,669"
E02000745,Newham 032,E09000025,Newham," 8,333 ",0.72,"11,513"
E02000746,Newham 033,E09000025,Newham," 8,006 ",4.23,"1,895"
E02000747,Newham 034,E09000025,Newham," 11,471 ",1.90,"6,047"
E02000748,Newham 035,E09000025,Newham," 6,421 ",1.33,"4,822"
E02000749,Newham 036,E09000025,Newham," 8,390 ",1.42,"5,912"
